observed_at_utc,source,underlying,symbol,option_type,expiry_utc,strike,maturity_days,maturity_years,underlying_price,market_price,bid_price,ask_price,last_price,mark_iv,mark_iv_binance,bid_iv,ask_iv,risk_free_rate,historical_volatility,historical_volatility_days,moneyness,close_to_close,german_klass,rogers_satchell
2026-06-06T18:37:57.056000+00:00,Binance public market-data API,BTCUSDT,BTC-260608-61500-C,call,2026-06-08T08:00:00+00:00,61500.0,1.5569785185185183,0.0042656945712836,60577.10652174,518.778,530.0,535.0,535.0,0.57,0.57,0.57765603,0.58106184,0.0,0.42948871515171144,365,0.9849936019795122,0.42948871515171144,0.4597891785772359,0.46394739697642895
2026-06-06T18:37:57.056000+00:00,Binance public market-data API,BTCUSDT,BTC-260608-62000-C,call,2026-06-08T08:00:00+00:00,62000.0,1.5569785185185183,0.0042656945712836,60577.10652174,359.716,365.0,370.0,340.0,0.562,0.562,0.5660367,0.56984603,0.0,0.42948871515171144,365,0.9770501051893548,0.42948871515171144,0.4597891785772359,0.46394739697642895
2026-06-06T18:37:57.056000+00:00,Binance public market-data API,BTCUSDT,BTC-260608-62500-C,call,2026-06-08T08:00:00+00:00,62500.0,1.5569785185185183,0.0042656945712836,60577.10652174,242.181,250.0,255.0,240.0,0.557,0.557,0.56402147,0.5684787,0.0,0.42948871515171144,365,0.96923370434784,0.42948871515171144,0.4597891785772359,0.46394739697642895
2026-06-06T18:37:57.056000+00:00,Binance public market-data API,BTCUSDT,BTC-260608-63000-C,call,2026-06-08T08:00:00+00:00,63000.0,1.5569785185185183,0.0042656945712836,60577.10652174,161.011,165.0,170.0,175.0,0.557,0.557,0.56141138,0.56688607,0.0,0.42948871515171144,365,0.9615413733609524,0.42948871515171144,0.4597891785772359,0.46394739697642895
2026-06-06T18:37:57.056000+00:00,Binance public market-data API,BTCUSDT,BTC-260608-63500-C,call,2026-06-08T08:00:00+00:00,63500.0,1.5569785185185183,0.0042656945712836,60577.10652174,105.838,115.0,120.0,115.0,0.56,0.56,0.57276428,0.57954371,0.0,0.42948871515171144,365,0.9539701814447245,0.42948871515171144,0.4597891785772359,0.46394739697642895
2026-06-06T18:37:57.056000+00:00,Binance public market-data API,BTCUSDT,BTC-260608-64000-C,call,2026-06-08T08:00:00+00:00,64000.0,1.5569785185185183,0.0042656945712836,60577.10652174,71.652,75.0,80.0,70.0,0.57,0.57,0.57606876,0.58488667,0.0,0.42948871515171144,365,0.9465172894021876,0.42948871515171144,0.4597891785772359,0.46394739697642895
2026-06-06T18:37:57.056000+00:00,Binance public market-data API,BTCUSDT,BTC-260608-64500-C,call,2026-06-08T08:00:00+00:00,64500.0,1.5569785185185183,0.0042656945712836,60577.10652174,50.198,50.0,55.0,55.0,0.585,0.585,0.58453023,0.59607565,0.0,0.42948871515171144,365,0.9391799460734884,0.42948871515171144,0.4597891785772359,0.46394739697642895
2026-06-06T18:37:57.056000+00:00,Binance public market-data API,BTCUSDT,BTC-260608-65000-C,call,2026-06-08T08:00:00+00:00,65000.0,1.5569785185185183,0.0042656945712836,60577.10652174,35.902,35.0,40.0,45.0,0.602,0.602,0.59922755,0.61410129,0.0,0.42948871515171144,365,0.931955484949846,0.42948871515171144,0.4597891785772359,0.46394739697642895
2026-06-06T18:37:57.056000+00:00,Binance public market-data API,BTCUSDT,BTC-260608-66000-C,call,2026-06-08T08:00:00+00:00,66000.0,1.5569785185185183,0.0042656945712836,60577.10652174,18.749,15.0,20.0,20.0,0.636,0.636,0.61545074,0.64225912,0.0,0.42948871515171144,365,0.917834947299091,0.42948871515171144,0.4597891785772359,0.46394739697642895
2026-06-06T18:37:57.056000+00:00,Binance public market-data API,BTCUSDT,BTC-260608-67000-C,call,2026-06-08T08:00:00+00:00,67000.0,1.5569785185185183,0.0042656945712836,60577.10652174,9.77,10.0,15.0,20.0,0.667,0.667,0.66899478,0.70629716,0.0,0.42948871515171144,365,0.9041359182349256,0.42948871515171144,0.4597891785772359,0.46394739697642895
2026-06-06T18:37:57.056000+00:00,Binance public market-data API,BTCUSDT,BTC-260608-56000-P,put,2026-06-08T08:00:00+00:00,56000.0,1.5569785185185183,0.0042656945712836,60577.10652174,108.568,110.0,115.0,100.0,0.839,0.839,0.84162951,0.85068405,0.0,0.42948871515171144,365,1.0817340450310715,0.42948871515171144,0.4597891785772359,0.46394739697642895
2026-06-06T18:37:57.056000+00:00,Binance public market-data API,BTCUSDT,BTC-260608-57000-P,put,2026-06-08T08:00:00+00:00,57000.0,1.5569785185185183,0.0042656945712836,60577.10652174,167.471,170.0,175.0,175.0,0.777,0.777,0.78038037,0.78700542,0.0,0.42948871515171144,365,1.0627562547673686,0.42948871515171144,0.4597891785772359,0.46394739697642895
2026-06-06T18:37:57.056000+00:00,Binance public market-data API,BTCUSDT,BTC-260608-58000-P,put,2026-06-08T08:00:00+00:00,58000.0,1.5569785185185183,0.0042656945712836,60577.10652174,266.54,275.0,280.0,260.0,0.719,0.719,0.72736859,0.73227704,0.0,0.42948871515171144,365,1.0444328710644828,0.42948871515171144,0.4597891785772359,0.46394739697642895
2026-06-06T18:37:57.056000+00:00,Binance public market-data API,BTCUSDT,BTC-260608-59000-P,put,2026-06-08T08:00:00+00:00,59000.0,1.5569785185185183,0.0042656945712836,60577.10652174,433.983,445.0,450.0,425.0,0.666,0.666,0.67448258,0.67831933,0.0,0.42948871515171144,365,1.0267306190125425,0.42948871515171144,0.4597891785772359,0.46394739697642895
2026-06-06T18:37:57.056000+00:00,Binance public market-data API,BTCUSDT,BTC-260608-59500-P,put,2026-06-08T08:00:00+00:00,59500.0,1.5569785185185183,0.0042656945712836,60577.10652174,554.791,565.0,570.0,525.0,0.641,0.641,0.64814806,0.65164328,0.0,0.42948871515171144,365,1.018102630617479,0.42948871515171144,0.4597891785772359,0.46394739697642895
2026-06-06T18:37:57.056000+00:00,Binance public market-data API,BTCUSDT,BTC-260608-60000-P,put,2026-06-08T08:00:00+00:00,60000.0,1.5569785185185183,0.0042656945712836,60577.10652174,709.342,720.0,725.0,690.0,0.618,0.618,0.62497735,0.62824965,0.0,0.42948871515171144,365,1.009618442029,0.42948871515171144,0.4597891785772359,0.46394739697642895
2026-06-06T18:37:57.056000+00:00,Binance public market-data API,BTCUSDT,BTC-260608-60500-P,put,2026-06-08T08:00:00+00:00,60500.0,1.5569785185185183,0.0042656945712836,60577.10652174,902.01,915.0,920.0,940.0,0.596,0.596,0.60424089,0.60741305,0.0,0.42948871515171144,365,1.0012744879626447,0.42948871515171144,0.4597891785772359,0.46394739697642895
2026-06-06T18:37:57.056000+00:00,Binance public market-data API,BTCUSDT,BTC-260608-61000-P,put,2026-06-08T08:00:00+00:00,61000.0,1.5569785185185183,0.0042656945712836,60577.10652174,1148.607,1140.0,1165.0,1180.0,0.582,0.582,0.57647228,0.59252262,0.0,0.42948871515171144,365,0.9930673200285246,0.42948871515171144,0.4597891785772359,0.46394739697642895
2026-06-06T18:37:57.056000+00:00,Binance public market-data API,BTCUSDT,BTC-260608-61500-P,put,2026-06-08T08:00:00+00:00,61500.0,1.5569785185185183,0.0042656945712836,60577.10652174,1441.671,1430.0,1460.0,1385.0,0.57,0.57,0.56201935,0.58249474,0.0,0.42948871515171144,365,0.9849936019795122,0.42948871515171144,0.4597891785772359,0.46394739697642895
2026-06-06T18:37:57.056000+00:00,Binance public market-data API,BTCUSDT,BTC-260608-62000-P,put,2026-06-08T08:00:00+00:00,62000.0,1.5569785185185183,0.0042656945712836,60577.10652174,1782.609,1690.0,1970.0,1620.0,0.562,0.562,0.48901558,0.69980621,0.0,0.42948871515171144,365,0.9770501051893548,0.42948871515171144,0.4597891785772359,0.46394739697642895
2026-06-06T18:37:57.056000+00:00,Binance public market-data API,BTCUSDT,BTC-260608-62500-P,put,2026-06-08T08:00:00+00:00,62500.0,1.5569785185185183,0.0042656945712836,60577.10652174,2165.074,2070.0,2265.0,2125.0,0.557,0.557,0.46481133,0.64279079,0.0,0.42948871515171144,365,0.96923370434784,0.42948871515171144,0.4597891785772359,0.46394739697642895
2026-06-06T18:37:57.056000+00:00,Binance public market-data API,BTCUSDT,BTC-260608-63000-P,put,2026-06-08T08:00:00+00:00,63000.0,1.5569785185185183,0.0042656945712836,60577.10652174,2583.904,2485.0,3945.0,2900.0,0.557,0.557,0.42666435,1.58649445,0.0,0.42948871515171144,365,0.9615413733609524,0.42948871515171144,0.4597891785772359,0.46394739697642895
2026-06-06T18:37:57.056000+00:00,Binance public market-data API,BTCUSDT,BTC-260608-63500-P,put,2026-06-08T08:00:00+00:00,63500.0,1.5569785185185183,0.0042656945712836,60577.10652174,3028.731,2940.0,3130.0,2970.0,0.56,0.56,0.38013458,0.68336487,0.0,0.42948871515171144,365,0.9539701814447245,0.42948871515171144,0.4597891785772359,0.46394739697642895
